"","id","fiyat","oda_salon_sayisi","net_m2","bina_yasi","isinma_tipi","krediye_uygunluk","bulundugu_kat","banyo_sayisi","ilce","nüfus","eðitim","okuma_yazma_bilmeyen"
"3622",3622,450000,4,115,0,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"4922",4922,397000,4,120,22,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"3105",3105,278000,3,120,22,"Kombi","Uygun","Bahçe Katý","2","Keçiören",938565,"Lise",1.43
"1343",1343,412000,4,115,22,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"1097",1097,935000,3,110,3,"Merkezi(PayÖlçer)","Uygun","21 ve üzeri","1","Çankaya",925828,"Lisans",0.7
"3221",3221,245000,3,85,20,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"366",366,289000,4,130,30,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"674",674,995000,4,130,4,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"3763",3763,874000,6,230,10,"Kombi","Uygun","En Üst Kat","2","Keçiören",938565,"Lise",1.43
"1974",1974,785000,4,100,30,"Merkezi","Uygun","5. Kat","1","Keçiören",938565,"Lise",1.43
"2899",2899,730000,4,115,0,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"3582",3582,350000,4,110,25,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"2288",2288,338000,4,105,28,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"2195",2195,435000,4,115,20,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1301",1301,320000,4,115,30,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4520",4520,435000,4,120,20,"Kombi","Uygun","Yüksek Giriþ","2","Çankaya",925828,"Lisans",0.7
"427",427,369000,4,90,22,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"4850",4850,450000,3,65,0,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"2656",2656,950000,5,135,0,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"3474",3474,445000,4,95,33,"Kombi","Uygun","En Üst Kat","1","Çankaya",925828,"Lisans",0.7
"1626",1626,745000,4,130,14,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"3562",3562,644000,4,125,35,"Merkezi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"1167",1167,275000,4,124,15,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"4137",4137,440000,4,105,0,"Kombi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"2203",2203,485000,4,135,0,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"4367",4367,275000,4,130,3,"Kombi","Uygun","3. Kat","1","Mamak",669465,"Lise",1.9
"477",477,235000,3,80,40,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"3789",3789,590000,4,80,0,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"4169",4169,485000,4,135,15,"Kombi","Uygun","8. Kat","2","Keçiören",938565,"Lise",1.43
"3148",3148,138500,3,65,35,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"2048",2048,575000,4,110,30,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1807",1807,340000,4,105,9,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"2892",2892,345000,4,110,32,"Merkezi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"865",865,950000,7,350,10,"Kombi","Uygun","4. Kat","3","Çankaya",925828,"Lisans",0.7
"3475",3475,480000,4,100,5,"Merkezi(PayÖlçer)","Uygun","5. Kat","1","Çankaya",925828,"Lisans",0.7
"2219",2219,390000,3,125,30,"Kombi","Uygun","6. Kat","1","Keçiören",938565,"Lise",1.43
"727",727,630000,4,134,0,"Merkezi(PayÖlçer)","Uygun","6. Kat","2","Sincan",549108,"Lise",1.44
"1581",1581,540000,3,90,30,"Kombi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"1725",1725,6e+05,4,147,11,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"3890",3890,215000,3,115,2,"Kombi","Uygun","Yüksek Giriþ","2","Sincan",549108,"Lise",1.44
"3587",3587,179000,3,56,35,"Merkezi","Uygun","Zemin","1","Çankaya",925828,"Lisans",0.7
"4765",4765,179000,4,105,22,"Kombi","Uygun","5. Kat","1","Sincan",549108,"Lise",1.44
"975",975,599000,4,130,21,"Merkezi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"2912",2912,450000,3,95,32,"Merkezi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"2862",2862,6e+05,4,115,16,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"3696",3696,153000,3,65,30,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"4470",4470,315000,4,100,30,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"2530",2530,575000,4,200,3,"Kombi","Uygun","6. Kat","1","Keçiören",938565,"Lise",1.43
"2869",2869,620000,4,125,20,"Kombi","Uygun","Yüksek Giriþ","2","Keçiören",938565,"Lise",1.43
"4877",4877,1450000,6,220,0,"Merkezi(PayÖlçer)","Uygun","21 ve üzeri","2","Keçiören",938565,"Lise",1.43
"647",647,570000,4,150,15,"Kombi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"831",831,179000,4,110,25,"Merkezi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"1759",1759,450000,4,100,25,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"3008",3008,162000,4,110,20,"Kombi","Uygun","Bahçe Katý","1","Sincan",549108,"Lise",1.44
"901",901,725000,7,175,29,"Kombi","Uygun","3. Kat","ÝlanBilgileri Ýlan no 5812-2807Son Güncelleme Tarihi 5 Gün ÖnceÝlan Durumu SatýlýkKonut Þekli DaireOda + Salon Sayýsý 7Brüt / Net M2 

                            180 m2

                          

                             / 175 m2

                          Bulunduðu Kat 3. KatBina Yaþý 29 YaþýndaIsýnma Tipi KombiKat Sayýsý 3 KatlýKrediye Uygunluk UygunEþya Durumu Eþyalý DeðilYapý Tipi BetonarmeYapýnýn Durumu SýfýrKullaným Durumu BoþTapu Durumu Kat MülkiyetiAidat 50 TLTakas EvetCephe Güney, Doðu, BatýKira Getirisi 7.000 TLYakýt Tipi Doðalgaz","Keçiören",938565,"Lise",1.43
"2648",2648,198000,4,100,25,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"2490",2490,785000,3,92,0,"Merkezi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"474",474,605000,6,320,20,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"2807",2807,345000,4,110,19,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"105",105,6e+05,4,126,0,"Merkezi(PayÖlçer)","Uygun deðil","5. Kat","2","Sincan",549108,"Lise",1.44
"4888",4888,455000,4,130,10,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"117",117,295000,4,125,30,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"2429",2429,385000,3,90,28,"Merkezi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"3655",3655,255000,4,135,20,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"143",143,1250000,153,110,0,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"3637",3637,1025000,4,115,0,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4786",4786,480000,4,110,35,"Merkezi","Uygun","Yüksek Giriþ","1","Keçiören",938565,"Lise",1.43
"2082",2082,385000,4,120,35,"Merkezi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"1472",1472,329000,4,120,13,"Kombi","Uygun","Kot 1","2","Keçiören",938565,"Lise",1.43
"1524",1524,650000,4,110,31,"Merkezi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"1024",1024,455000,4,120,22,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"3159",3159,360000,5,130,13,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"1756",1756,360000,4,110,15,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"1904",1904,5e+05,4,100,35,"Merkezi","Uygun deðil","1. Kat","1","Çankaya",925828,"Lisans",0.7
"1110",1110,385000,4,115,25,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"3090",3090,1085000,4,128,15,"Merkezi","Uygun","10. Kat","2","Çankaya",925828,"Lisans",0.7
"4793",4793,265000,4,110,22,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"3961",3961,175000,4,110,20,"Kombi","Uygun","En Üst Kat","1","Sincan",549108,"Lise",1.44
"44",44,860000,6,200,30,"Merkezi","Uygun","2. Kat","3","Keçiören",938565,"Lise",1.43
"306",306,1395000,6,315,7,"Kombi","Uygun","6. Kat","3","Keçiören",938565,"Lise",1.43
"1452",1452,1e+06,5,180,0,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"733",733,230000,3,100,45,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"1016",1016,465000,4,180,10,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"2340",2340,2299000,4,138,12,"Merkezi(PayÖlçer)","Uygun","21 ve üzeri","2","Keçiören",938565,"Lise",1.43
"38",38,570000,4,130,0,"Kombi","Uygun","7. Kat","2","Sincan",549108,"Lise",1.44
"4083",4083,459000,4,120,25,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"3701",3701,535000,3,90,35,"Merkezi(PayÖlçer)","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"1683",1683,275000,3,105,25,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"782",782,589000,4,120,19,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"1757",1757,1100000,4,160,17,"Kombi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"2227",2227,250000,3,60,0,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"4811",4811,219999,3,95,2,"Merkezi(PayÖlçer)","Uygun deðil","1. Kat","1","Sincan",549108,"Lise",1.44
"3477",3477,370000,4,120,25,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"1219",1219,710000,4,110,40,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"3480",3480,225000,4,125,20,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"4673",4673,440000,4,120,31,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"391",391,1400000,5,152,0,"Merkezi(PayÖlçer)","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"2508",2508,343000,4,115,18,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"4393",4393,650000,4,125,0,"Kombi","Uygun","3. Kat","3","Keçiören",938565,"Lise",1.43
"379",379,265000,4,100,0,"Kombi","Uygun","Giriþ Katý","1","Sincan",549108,"Lise",1.44
"587",587,595000,3,70,0,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"3345",3345,387000,6,200,20,"Kombi","Uygun","3. Kat","1","Mamak",669465,"Lise",1.9
"969",969,235000,4,115,20,"Kombi","Uygun","4. Kat","1","Sincan",549108,"Lise",1.44
"1022",1022,414000,5,155,2,"Kombi","Uygun","1. Kat","2","Sincan",549108,"Lise",1.44
"2659",2659,580000,4,115,35,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"2243",2243,750000,4,130,14,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"484",484,1230000,5,180,1,"Merkezi(PayÖlçer)","Uygun","Yüksek Giriþ","2","Keçiören",938565,"Lise",1.43
"1785",1785,365000,4,110,23,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"3489",3489,685000,5,185,2,"Merkezi(PayÖlçer)","Uygun","7. Kat","2","Çankaya",925828,"Lisans",0.7
"2021",2021,1e+06,4,143,0,"Merkezi(PayÖlçer)","Uygun","Ara Kat","2","Keçiören",938565,"Lise",1.43
"814",814,299000,4,115,11,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"4651",4651,359000,4,115,18,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"4661",4661,5e+05,5,240,3,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"1038",1038,250000,4,135,2,"Kombi","Uygun","4. Kat","2","Sincan",549108,"Lise",1.44
"17",17,670000,5,185,2,"Merkezi(PayÖlçer)","Uygun","Ara Kat","2","Çankaya",925828,"Lisans",0.7
"3589",3589,425000,5,180,20,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"1441",1441,715000,4,115,25,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"1570",1570,525000,2,46,0,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"438",438,650000,5,139,0,"Merkezi(PayÖlçer)","Uygun deðil","2. Kat","2","Sincan",549108,"Lise",1.44
"3677",3677,397000,4,110,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"1514",1514,395000,4,125,15,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"135",135,330000,4,110,25,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2497",2497,429000,4,120,15,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4107",4107,535000,3,66,0,"Merkezi(PayÖlçer)","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"3757",3757,348000,3,100,25,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"1583",1583,395000,4,120,5,"Kombi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"1983",1983,340000,4,120,16,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"67",67,294000,4,115,25,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"3778",3778,429000,6,150,27,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"3280",3280,475000,4,120,22,"Merkezi","Uygun","En Üst Kat","1","Keçiören",938565,"Lise",1.43
"3788",3788,1250000,5,180,0,"Kombi","Uygun","3. Kat","3","Çankaya",925828,"Lisans",0.7
"231",231,338000,4,120,15,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"3666",3666,579000,4,125,25,"Merkezi","Uygun","6. Kat","1","Keçiören",938565,"Lise",1.43
"2704",2704,110000,4,110,20,"Kombi","Uygun","Bahçe Katý","1","Sincan",549108,"Lise",1.44
"4358",4358,265000,4,110,22,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"201",201,785000,5,148,14,"Kombi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"3294",3294,345000,3,70,40,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"2882",2882,590000,4,220,9,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"1966",1966,289000,4,130,20,"Kombi","Uygun","2. Kat","1","Sincan",549108,"Lise",1.44
"3167",3167,485000,4,127,1,"Kombi","Uygun","7. Kat","2","Sincan",549108,"Lise",1.44
"2217",2217,2e+06,7,300,16,"Merkezi(PayÖlçer)","Uygun","10. Kat","3","Çankaya",925828,"Lisans",0.7
"2748",2748,319000,4,125,22,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"2489",2489,1690000,5,182,0,"Merkezi(PayÖlçer)","Uygun","21 ve üzeri","3","Çankaya",925828,"Lisans",0.7
"3427",3427,355000,4,120,22,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"56",56,345000,3,75,0,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"2386",2386,349000,4,115,25,"Merkezi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"4493",4493,379000,5,145,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"1071",1071,470000,4,135,12,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"2866",2866,235000,4,115,21,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"2439",2439,810000,3,90,0,"Merkezi(PayÖlçer)","Uygun","21 ve üzeri","2","Keçiören",938565,"Lise",1.43
"2060",2060,845000,5,175,12,"Kombi","Uygun","10. Kat","2","Keçiören",938565,"Lise",1.43
"2031",2031,324000,2,115,24,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"1739",1739,595000,4,115,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"695",695,6e+05,4,135,20,"Merkezi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"3987",3987,409000,4,125,28,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"2904",2904,347000,4,130,9,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"4357",4357,1050000,4,115,0,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"4690",4690,182000,3,90,20,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"3492",3492,545000,4,120,25,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"4758",4758,420000,4,125,22,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"3552",3552,435000,4,130,22,"Kombi","Uygun","1. Kat","1","Keçiören",938565,"Lise",1.43
"2753",2753,709000,5,155,16,"Kombi","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"852",852,459000,4,110,26,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"4344",4344,1100000,8,300,4,"Kombi","Uygun","3. Kat","4","Çankaya",925828,"Lisans",0.7
"3744",3744,260000,4,110,35,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"661",661,1380000,5,165,2,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"4857",4857,239000,3,105,0,"Kombi","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
"4187",4187,355000,4,120,12,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"4055",4055,1270000,6,250,18,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"2287",2287,345000,4,115,28,"Kombi","Uygun","Bahçe Katý","1","Çankaya",925828,"Lisans",0.7
"2311",2311,9e+05,4,150,2,"Kombi","Uygun","7. Kat","2","Çankaya",925828,"Lisans",0.7
"4337",4337,1300000,5,180,0,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"2859",2859,550000,4,110,14,"Kombi","Uygun","4. Kat","1","Çankaya",925828,"Lisans",0.7
"4883",4883,875000,5,170,2,"Merkezi(PayÖlçer)","Uygun","Yüksek Giriþ","2","Çankaya",925828,"Lisans",0.7
"2411",2411,155000,3,115,8,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"877",877,385000,4,115,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"4564",4564,340000,4,113,26,"Kombi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"1123",1123,185000,4,100,15,"Kombi","Uygun","Yüksek Giriþ","1","Sincan",549108,"Lise",1.44
"1052",1052,385000,4,90,22,"Kombi","Uygun","En Üst Kat","1","Çankaya",925828,"Lisans",0.7
"1820",1820,190000,3,75,35,"Kombi","Uygun","Kot 2","1","Keçiören",938565,"Lise",1.43
"2812",2812,439000,4,125,25,"Kombi","Uygun","Yüksek Giriþ","2","Keçiören",938565,"Lise",1.43
"2432",2432,1600000,5,170,0,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"3854",3854,730000,3,90,3,"Merkezi(PayÖlçer)","Uygun","Çatý Katý","1","Keçiören",938565,"Lise",1.43
"3776",3776,1150000,3,80,13,"Kombi","Uygun deðil","5. Kat","1","Çankaya",925828,"Lisans",0.7
"2307",2307,1990000,6,230,15,"Merkezi(PayÖlçer)","Uygun","5. Kat","3","Çankaya",925828,"Lisans",0.7
"983",983,660000,4,130,30,"Merkezi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"3209",3209,459000,5,160,6,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"2500",2500,278000,4,110,25,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"234",234,1275000,4,135,0,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"1257",1257,660000,4,140,15,"Kombi","Uygun","Ara Kat","1","Çankaya",925828,"Lisans",0.7
"97",97,585000,5,200,9,"Merkezi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"3048",3048,510000,4,135,5,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"2477",2477,520000,3,85,0,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"2181",2181,385000,3,115,22,"Kombi","Uygun","2. Kat","1","Keçiören",938565,"Lise",1.43
"1163",1163,465000,4,180,10,"Kombi","Uygun","3. Kat","2","Çankaya",925828,"Lisans",0.7
"911",911,215000,2,55,5,"Merkezi(PayÖlçer)","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"389",389,245000,3,90,18,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"4916",4916,599000,4,145,0,"Kombi","Uygun","2. Kat","2","Sincan",549108,"Lise",1.44
"1532",1532,370000,4,105,25,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"1470",1470,479000,5,120,20,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"3415",3415,680000,4,110,23,"Kombi","Uygun","3. Kat","1","Çankaya",925828,"Lisans",0.7
"3640",3640,850000,5,170,16,"Merkezi","Uygun","Bahçe Katý","2","Çankaya",925828,"Lisans",0.7
"437",437,195000,3,60,30,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"4953",4953,1417000,5,210,0,"Merkezi(PayÖlçer)","Uygun","1. Kat","3","Keçiören",938565,"Lise",1.43
"1004",1004,389000,4,120,25,"Kombi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"1309",1309,335000,4,125,4,"Kombi","Uygun","3. Kat","1","Sincan",549108,"Lise",1.44
"4528",4528,179000,3,90,25,"Kombi","Uygun","Bahçe Katý","1","Keçiören",938565,"Lise",1.43
"3396",3396,1020000,4,100,0,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"4853",4853,550000,4,90,22,"Kombi","Uygun","5. Kat","1","Keçiören",938565,"Lise",1.43
"4929",4929,780000,7,270,6,"Kombi","Uygun","3. Kat","3","Keçiören",938565,"Lise",1.43
"198",198,240000,4,95,25,"Kombi","Uygun","Giriþ Katý","1","Keçiören",938565,"Lise",1.43
"2154",2154,550000,4,90,22,"Kombi","Uygun","5. Kat","1","Çankaya",925828,"Lisans",0.7
"4666",4666,875000,5,220,0,"Kombi","Uygun","2. Kat","3","Keçiören",938565,"Lise",1.43
"1509",1509,184000,4,115,22,"Kombi","Uygun","Kot 1","1","Çankaya",925828,"Lisans",0.7
"2208",2208,289000,3,105,25,"Kombi","Uygun","Kot 2","1","Çankaya",925828,"Lisans",0.7
"1762",1762,305000,3,90,15,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"2903",2903,990000,3,120,0,"Merkezi(PayÖlçer)","Uygun","7. Kat","2","Çankaya",925828,"Lisans",0.7
"182",182,245000,4,120,20,"Merkezi","Uygun","12. Kat","1","Sincan",549108,"Lise",1.44
"3032",3032,1850000,5,200,12,"Kombi","Uygun","6. Kat","2","Keçiören",938565,"Lise",1.43
"1606",1606,294000,7,265,14,"Kombi","Uygun","En Üst Kat","2","Sincan",549108,"Lise",1.44
"2937",2937,550000,4,120,20,"Merkezi","Uygun","4. Kat","1","Keçiören",938565,"Lise",1.43
"3110",3110,875000,5,175,0,"Kombi","Uygun","2. Kat","2","Çankaya",925828,"Lisans",0.7
"2655",2655,399000,4,100,12,"Kombi","Uygun","Giriþ Katý","1","Çankaya",925828,"Lisans",0.7
"266",266,750000,4,125,0,"Kombi","Uygun","Yüksek Giriþ","1","Çankaya",925828,"Lisans",0.7
"126",126,570000,4,100,25,"Merkezi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"3997",3997,650000,3,91,50,"Merkezi","Uygun deðil","1. Kat","1","Keçiören",938565,"Lise",1.43
"2405",2405,665000,4,120,0,"Merkezi(PayÖlçer)","Uygun","14. Kat","2","Sincan",549108,"Lise",1.44
"1294",1294,2e+05,4,135,2,"Kombi","Uygun","5. Kat","2","Sincan",549108,"Lise",1.44
"3519",3519,6e+05,2,55,0,"Kombi","Uygun","Kot 1","1","Keçiören",938565,"Lise",1.43
"1789",1789,750000,5,160,25,"Merkezi","Uygun","2. Kat","2","Keçiören",938565,"Lise",1.43
"1063",1063,1650000,6,200,0,"Merkezi(PayÖlçer)","Uygun","21 ve üzeri","2","Çankaya",925828,"Lisans",0.7
"3932",3932,549000,6,220,13,"Kombi","Uygun","4. Kat","2","Çankaya",925828,"Lisans",0.7
"851",851,750000,4,140,17,"Kombi","Uygun","5. Kat","2","Keçiören",938565,"Lise",1.43
"2637",2637,1200000,5,175,0,"Kombi","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"256",256,295000,4,100,28,"Kombi","Uygun","3. Kat","1","Keçiören",938565,"Lise",1.43
"2198",2198,385000,4,120,25,"Kombi","Uygun","2. Kat","1","Çankaya",925828,"Lisans",0.7
"758",758,430000,4,125,16,"Kombi","Uygun","3. Kat","10","Çankaya",925828,"Lisans",0.7
"3840",3840,1350000,5,185,0,"Merkezi(PayÖlçer)","Uygun","1. Kat","2","Keçiören",938565,"Lise",1.43
"2276",2276,318000,4,135,2,"Kombi","Uygun","1. Kat","2","Sincan",549108,"Lise",1.44
"1673",1673,330000,4,110,35,"Kombi","Uygun","1. Kat","1","Çankaya",925828,"Lisans",0.7
"2554",2554,1200000,5,160,2,"Kombi","Uygun","3. Kat","2","Keçiören",938565,"Lise",1.43
"1240",1240,895000,4,148,12,"Merkezi","Uygun","6. Kat","2","Çankaya",925828,"Lisans",0.7
"4686",4686,735000,5,135,1,"Kombi","Uygun","5. Kat","1","Keçiören",938565,"Lise",1.43
"2393",2393,860000,3,90,5,"Merkezi(PayÖlçer)","Uygun","4. Kat","2","Keçiören",938565,"Lise",1.43
"1496",1496,249000,3,85,0,"Merkezi(PayÖlçer)","Uygun","1. Kat","1","Sincan",549108,"Lise",1.44
